feature1,feature2,label
2.496714153011233,2.0617356988288154,0.0
2.6476885381006925,3.7230298564080258,0.0
1.765846625276664,1.9658630430508197,0.0
3.5792128155073915,2.967434729152909,0.0
1.5305256140650478,2.7425600435859647,0.0
1.5365823071875377,1.7342702464297433,0.0
2.241962271566034,0.2867197553422023,0.0
0.27508216748696723,1.6377124707590274,0.0
0.9871688796655762,2.514247332595274,0.0
1.0919759244787892,0.7876962986647087,0.0
3.465648768921554,1.9742236995134645,0.0
2.0675282046879238,0.7752518137865434,0.0
1.4556172754748173,2.3109225897098664,0.0
0.8490064225776972,2.575698018345672,0.0
1.399361310081195,1.9083062502067234,0.0
1.398293387770603,4.052278184508938,0.0
1.986502775262066,1.1422890710440998,0.0
2.822544912103189,0.9791563500289779,0.0
2.2088635950047553,0.2403298761202246,0.0
0.6718139511015695,2.3968612358691237,0.0
2.7384665799954107,2.371368281189971,0.0
1.8843517176117595,1.8988963044107114,0.0
0.5214780096325726,1.4801557916052914,0.0
1.5393612290402126,3.257122226218916,0.0
2.3436182895684614,0.4369598446372662,0.0
2.324083969394795,1.8149177195836836,0.0
1.3230779996940414,2.811676288840868,0.0
3.030999522495951,3.131280119116199,0.0
1.1607824767773613,1.8907876241487855,0.0
2.331263431403564,3.1755451271223594,0.0
1.52082576215471,2.014341023336183,0.0
0.8936650259939718,1.0037933759193294,0.0
2.812525822394198,3.556240028570823,0.0
1.927989878419666,3.2035328978920243,0.0
2.361636025047634,1.5548802453948758,0.0
2.361395605508414,3.7380365664659694,0.0
1.9641739608900484,3.764643655814006,0.0
-0.6197451040897444,3.021902504375224,0.0
2.087047068238171,1.9009926495341327,0.0
2.0917607765355024,0.21243108539910738,0.0
1.780328112162488,2.5571125715117464,0.0
3.4778940447415163,1.6817297817263528,0.0
1.1915063971068123,1.6982429564154637,0.0
2.915402117702074,2.5287511096596846,0.0
1.4702397962329612,2.7132674331133564,0.0
2.0970775493480405,3.1686449905328895,0.0
1.2979469061226476,1.872337853402232,0.0
1.6078918468678425,0.7364850518678816,0.0
2.296120277064576,2.4610552721798893,0.0
2.005113456642461,1.9654128666248534,0.0
0.5846292579495858,1.7793546772346411,0.0
1.6572854834732305,1.3977227307783813,0.0
1.8387142883339909,2.6040508568145384,0.0
3.8861859012105304,2.374577812831839,0.0
2.2575503907227645,2.125554084233833,0.0
0.08122878470095851,2.1734861245507835,0.0
2.0602302099410266,4.663242112485286,0.0
1.8076390352188776,2.5015473423336125,0.0
1.9652882302947567,1.0313219623804681,0.0
3.1428228145150205,2.9519330326867745,0.0
2.791031947043047,1.2906125452052613,0.0
3.402794310936099,0.7981489372077193,0.0
2.5868570938002704,4.390455625809979,0.0
1.0094636748693118,1.6337022703972282,0.0
2.099651365087641,1.6965243458838009,0.0
0.4493365689338673,2.2685629748060276,0.0
0.9376962862738951,2.673592430635182,0.0
1.0805757657661967,3.7499344050175396,0.0
1.2167467076637628,1.8779384837943245,0.0
2.81351721736967,0.969135683566045,0.0
2.2274599346041293,3.5071427542824285,0.0
0.39251676543877245,2.3846338585323044,0.0
2.2598827942484236,2.9818228717773105,0.0
0.763049289121918,0.8795433869157239,0.0
2.5219415656168978,2.4969846732331864,0.0
2.2504928503458768,2.546448209496976,0.0
1.3199752784215093,2.432253697161004,0.0
2.293072473298681,1.4856485819736323,0.0
3.865774511144757,2.6738329209117877,0.0
0.8086965027973514,2.85655360863383,0.0
-1.9746816702273216,2.587084603742452,1.0
0.15859557900740406,0.9793176816482896,1.0
-0.03662387075567819,2.212780926936498,1.0
-0.17793984000551,3.6967929826539474,1.0
-1.2453881160028706,1.0462638356425105,1.0
-1.8895144296255233,0.9841897150345618,1.0
-1.0771017094141042,2.141151974816644,1.0
-0.723309200669981,2.627183249036024,1.0
-0.986998108122093,3.253534077157317,1.0
-1.264656833237956,4.520169166589619,1.0
-0.3743326522349938,0.9428424435837175,1.0
-2.070892498061112,2.2824724152431854,1.0
-1.2234627853258508,2.514000494092092,1.0
-0.5267623754264552,1.7271710873431272,1.0
-1.846793718068405,0.2851527753141354,1.0
-1.446514952067021,2.656398794323472,1.0
-0.785906255869796,0.554261221288012,1.0
-0.826819074148818,2.1853173797288368,1.0
-1.8838574362011329,1.9537251059455278,1.0
-0.9417912815540002,0.657029702169377,1.0
-0.6422126396517167,2.3607845263682345,1.0
0.08305124317527701,2.853802052034903,1.0
-2.377669367957091,0.8621749600848773,1.0
-0.4849647327913402,2.3137859509122087,1.0
